OBJID,RA,DEC,IMG_URL,REDSHIFT,P_ELLIPTICAL,P_SPIRAL,UMAG,GMAG,RMAG,IMAG,ZMAG,LOG_MASS,R90_ARCSEC,AXIAL_RATIO,LOCAL_DENSITY,NEARCLUSTER_DIST,NEARCLUSTER_MASS,G-R
587730021726814389,239.9311217,3.644782,http://skyserver.sdss.org/dr12/en/tools/explore/Summary.aspx?ra=239.931121726&dec=3.64478199576,0.0543671,0,0.96153849,-20.10173607,-21.38407326,-21.83876991,-21.98023033,-22.15815544,10.59243011,14.51370716,0.79985124,-2.08E-01,15.9599247,5.43E+12,4.55E-01
588017979434860645,199.7056422,39.65625614,http://skyserver.sdss.org/dr12/en/tools/explore/Summary.aspx?ra=199.705642242&dec=39.6562561397,0.0736674,0.0483015,0.90094376,-18.86256027,-19.90392876,-20.43043709,-20.66245651,-20.76124573,9.99163151,5.76612997,0.39756221,-6.72E-01,7.01487255,5.76E+14,5.27E-01
587733605343887757,252.1476619,35.16089998,http://skyserver.sdss.org/dr12/en/tools/explore/Summary.aspx?ra=252.147661853&dec=35.1608999769,0.0818993,0.01241899,0.88636649,-19.10774422,-20.05937767,-20.34641647,-20.39276314,-20.43273735,9.81799889,6.65404177,0.84288102,-7.11E-01,16.78823662,1.02E+15,2.87E-01
587732483266380082,126.8127451,31.87814712,http://skyserver.sdss.org/dr12/en/tools/explore/Summary.aspx?ra=126.812745118&dec=31.87814712,0.0506412,0,0.96363628,-18.91207886,-19.84936333,-20.21354294,-20.32900047,-20.46856499,9.78147316,8.60671997,0.38117337,-5.82E-01,5.48495293,3.25E+14,3.64E-01
588017979449671946,237.8916105,27.37052795,http://skyserver.sdss.org/dr12/en/tools/explore/Summary.aspx?ra=237.891610522&dec=27.3705279507,0.0753456,0.0158874,0.98411256,-18.99837875,-20.51161385,-21.29027557,-21.69028091,-21.98081017,10.66291618,9.6678524,0.22596663,3.54E-02,5.41665506,3.73E+14,7.79E-01
587741532256010348,190.2342951,29.4655803,http://skyserver.sdss.org/dr12/en/tools/explore/Summary.aspx?ra=190.234295135&dec=29.4655803049,0.0311706,0,1,-19.28108406,-21.1135807,-21.62265968,-21.90657997,-22.05954742,10.7399025,26.07958794,0.28702033,-7.43E-01,-999,-9.99E+02,5.09E-01
587738196109754551,111.3491013,42.25683256,http://skyserver.sdss.org/dr12/en/tools/explore/Summary.aspx?ra=111.349101264&dec=42.2568325627,0.0593121,0.03588954,0.96411043,-18.3269558,-19.70659065,-20.27516556,-20.49592209,-20.61096764,10.16832829,7.3540659,0.37085226,3.71E-01,47.24863434,8.51E+13,5.69E-01
587729154668822671,166.8785079,63.70731432,http://skyserver.sdss.org/dr12/en/tools/explore/Summary.aspx?ra=166.878507879&dec=63.7073143217,0.0578487,0.03761009,0.96238989,-17.78511238,-19.41137695,-20.21394539,-20.64006996,-20.94370842,10.76349735,10.96509933,0.19330829,-8.73E-01,32.62963486,2.75E+13,8.03E-01
587736942526857396,235.5149574,28.86427897,http://skyserver.sdss.org/dr12/en/tools/explore/Summary.aspx?ra=235.514957436&dec=28.864278969,0.083059,0.06437094,0.91388249,-18.47190475,-20.11552238,-20.88742638,-21.2592411,-21.58013535,10.50706482,5.36430883,0.38433072,1.07E-02,10.04542065,4.11E+14,7.72E-01
587727221948350743,355.2138267,14.58855678,http://skyserver.sdss.org/dr12/en/tools/explore/Summary.aspx?ra=355.21382666&dec=14.5885567816,0.0682968,0,0.96875,-17.82842255,-19.78661156,-20.31941414,-20.47499657,-20.74830437,10.23224735,8.72848511,0.20256776,-1.84E-01,52.58476257,3.83E+13,5.33E-01
587739506086379632,200.7350704,31.85508606,http://skyserver.sdss.org/dr12/en/tools/explore/Summary.aspx?ra=200.735070422&dec=31.8550860591,0.0600485,0.10756762,0.84946132,-18.76235199,-19.77771378,-20.21380234,-20.38259697,-20.5405941,9.81439877,7.9937911,0.61442178,-4.23E-01,-999,-9.99E+02,4.36E-01
587731873388101920,123.6813851,36.97671544,http://skyserver.sdss.org/dr12/en/tools/explore/Summary.aspx?ra=123.68138506&dec=36.9767154408,0.0821202,0,1,-20.25310326,-21.53742218,-21.99316406,-22.09873962,-22.24305344,10.7157917,8.64829159,0.75616181,-1.99E-01,5.53575706,2.71E+13,4.56E-01
587738568169160792,190.9325393,13.98104663,http://skyserver.sdss.org/dr12/en/tools/explore/Summary.aspx?ra=190.932539275&dec=13.9810466271,0.0841052,0.02395122,0.97604877,-20.0937767,-21.34705734,-21.90584373,-22.15011597,-22.36181068,10.65875816,7.89326715,0.85050255,-4.85E-01,17.52039528,5.29E+14,5.59E-01
587731186206048410,4.9397006,-0.18726205,http://skyserver.sdss.org/dr12/en/tools/explore/Summary.aspx?ra=4.93970060444&dec=-0.187262046522,0.0717336,0.05112915,0.90095931,-19.13057518,-20.22419167,-20.78375816,-21.04611015,-21.25850868,10.10337543,5.63920164,0.69145733,1.01E-01,32.6897583,1.14E+14,5.60E-01
587735742614929617,237.3750523,33.01232282,http://skyserver.sdss.org/dr12/en/tools/explore/Summary.aspx?ra=237.375052272&dec=33.0123228161,0.0843629,0.07742809,0.83596098,-19.35533524,-20.41700745,-20.83494186,-20.99625778,-21.20301437,10.12303829,6.69107056,0.51692545,-2.94E-01,14.27160549,1.86E+15,4.18E-01
587727212807127756,314.8537155,-7.21626602,http://skyserver.sdss.org/dr12/en/tools/explore/Summary.aspx?ra=314.853715524&dec=-7.2162660201,0.0762671,0.09271934,0.81323087,-19.37674332,-20.47566414,-20.90968513,-21.13119698,-21.49378014,10.15634251,7.5346961,0.52988017,6.13E-01,1.40715623,7.17E+13,4.34E-01
587730816828702950,345.5884381,-9.81699099,http://skyserver.sdss.org/dr12/en/tools/explore/Summary.aspx?ra=345.588438068&dec=-9.81699098806,0.0652398,0,1,-19.83876801,-20.8562603,-21.36628532,-21.6063385,-21.79022598,10.37993336,9.62679386,0.84969848,-3.44E-01,35.01937485,1.85E+13,5.10E-01
587741602567422164,180.9728536,27.88698448,http://skyserver.sdss.org/dr12/en/tools/explore/Summary.aspx?ra=180.972853626&dec=27.886984479,0.0689213,0,1,-20.74489975,-21.90547752,-22.39035034,-22.46144485,-22.53278542,10.81311893,14.67373371,0.98181427,-7.66E-01,-999,-9.99E+02,4.85E-01
588290881639219380,4.78434362,15.74933714,http://skyserver.sdss.org/dr12/en/tools/explore/Summary.aspx?ra=4.78434361881&dec=15.7493371382,0.0366773,0.05801101,0.941989,-19.74711227,-21.38970566,-22.11386871,-22.50578308,-22.7014389,10.97102261,21.77208138,0.28130108,-4.69E-01,46.55765915,6.06E+14,7.24E-01
587725552284991635,177.1846435,67.8352248,http://skyserver.sdss.org/dr12/en/tools/explore/Summary.aspx?ra=177.184643452&dec=67.8352248041,0.0603319,0.03727912,0.9237197,-19.37830734,-20.40194893,-20.83232689,-20.96996307,-21.0580883,10.11667538,8.17566395,0.56159037,-2.86E-01,24.13668251,7.98E+13,4.30E-01
588848899919904938,196.4801419,-0.20683588,http://skyserver.sdss.org/dr12/en/tools/explore/Summary.aspx?ra=196.480141897&dec=-0.206835884043,0.0810613,0.14667027,0.83621991,-18.91627121,-20.73683357,-21.5490799,-21.96959305,-22.32889366,10.79651642,7.18800831,0.28458497,-3.41E-01,10.6686573,6.30E+12,8.12E-01
587741815711990016,158.0535706,21.82932856,http://skyserver.sdss.org/dr12/en/tools/explore/Summary.aspx?ra=158.053570593&dec=21.8293285561,0.0403929,0.02829407,0.97170591,-19.19122696,-20.19228745,-20.59432411,-20.73424149,-20.66727829,9.9596777,13.38117027,0.50983047,-9.76E-02,-999,-9.99E+02,4.02E-01
588013383816315036,179.0599764,52.77316203,http://skyserver.sdss.org/dr12/en/tools/explore/Summary.aspx?ra=179.059976393&dec=52.7731620295,0.0524385,0,0.92307693,-19.42226601,-20.65831947,-21.18588448,-21.40034103,-21.56007767,10.51856041,10.64831638,0.49267319,1.26E-01,10.81374168,3.42E+14,5.28E-01
587728679006896216,195.4340606,65.16508554,http://skyserver.sdss.org/dr12/en/tools/explore/Summary.aspx?ra=195.434060611&dec=65.1650855422,0.0804112,0.04187129,0.93956488,-19.82089424,-21.03086281,-21.5196228,-21.70080376,-21.89611626,10.49457741,7.03486586,0.6036303,6.06E-02,35.59392548,3.63E+13,4.89E-01
587724240690675821,43.94385839,-8.40878626,http://skyserver.sdss.org/dr12/en/tools/explore/Summary.aspx?ra=43.9438583854&dec=-8.40878625857,0.0624106,0,1,-20.40774155,-21.92201614,-22.50851059,-22.78961563,-22.96993637,11.07096004,14.49032402,0.49662772,-9.83E-01,82.06707001,1.71E+14,5.86E-01
587731890580619387,190.4414155,57.26034721,http://skyserver.sdss.org/dr12/en/tools/explore/Summary.aspx?ra=190.441415494&dec=57.2603472084,0.0543261,0.04019533,0.93923718,-20.05121994,-21.24193954,-21.78850937,-22.03663826,-22.2394619,10.65908241,9.47736549,0.69701356,-8.47E-01,26.40701485,3.42E+14,5.47E-01
587726879957516476,336.5522941,-7.58455754,http://skyserver.sdss.org/dr12/en/tools/explore/Summary.aspx?ra=336.552294097&dec=-7.5845575364,0.0702323,0.04055898,0.91307104,-17.50759125,-19.49476051,-20.2343502,-20.57948303,-20.87890625,10.21592331,5.35833645,0.38090122,-5.68E-01,46.42555237,4.57E+14,7.40E-01
588016526098235547,152.7316192,39.52315158,http://skyserver.sdss.org/dr12/en/tools/explore/Summary.aspx?ra=152.731619145&dec=39.5231515833,0.0842133,0,1,-19.00151253,-20.06204414,-20.49541283,-20.64006996,-20.70321083,9.94451714,7.63250303,0.44641793,-4.62E-01,33.90086365,6.57E+14,4.33E-01
587738946132574375,145.3132113,31.84762446,http://skyserver.sdss.org/dr12/en/tools/explore/Summary.aspx?ra=145.313211317&dec=31.8476244602,0.0837422,0.04962624,0.84408027,-18.55377007,-19.9582653,-20.49542809,-20.62351608,-20.749506,10.23057175,4.96243048,0.74455494,-7.75E-01,52.60565948,6.57E+14,5.37E-01
587726014006362320,205.5690628,1.38589175,http://skyserver.sdss.org/dr12/en/tools/explore/Summary.aspx?ra=205.569062761&dec=1.38589175182,0.0777768,0.10866629,0.89133388,-18.39109802,-19.61588287,-20.23715591,-20.53347206,-20.76333427,10.13943672,3.90403795,0.41290632,-1.64E-03,3.82082033,3.77E+14,6.21E-01
587731886271693140,122.0277771,34.93276154,http://skyserver.sdss.org/dr12/en/tools/explore/Summary.aspx?ra=122.027777056&dec=34.9327615411,0.081984,0.08646864,0.91353142,-20.69644165,-22.09868622,-22.76748276,-23.07721138,-23.33846092,11.20711327,10.48778152,0.7674489,7.14E-01,0,6.08E+13,6.69E-01
588017947209105587,198.6901042,40.70755526,http://skyserver.sdss.org/dr12/en/tools/explore/Summary.aspx?ra=198.690104171&dec=40.7075552597,0.0659359,0.06474873,0.80774474,-19.06872749,-20.19878197,-20.72333336,-20.94889259,-21.15888977,10.06928062,5.99860573,0.59453505,7.53E-02,18.87717438,5.76E+14,5.25E-01
587738409799057562,174.8696528,14.22690348,http://skyserver.sdss.org/dr12/en/tools/explore/Summary.aspx?ra=174.869652773&dec=14.2269034845,0.08101,0.00968722,0.97246027,-18.08815575,-19.54808807,-20.29701042,-20.67333794,-21.04651642,10.24664688,6.07846022,0.29410687,5.35E-03,6.45244646,5.49E+14,7.49E-01
587739607553212484,183.6565998,31.27588153,http://skyserver.sdss.org/dr12/en/tools/explore/Summary.aspx?ra=183.656599831&dec=31.2758815285,0.0705772,0.14069508,0.81682819,-19.17226028,-20.25860977,-20.77662086,-21.01739311,-21.2706604,10.22693443,6.93882465,0.80900067,-6.35E-01,-999,-9.99E+02,5.18E-01
588018055111770270,210.592978,49.09401738,http://skyserver.sdss.org/dr12/en/tools/explore/Summary.aspx?ra=210.592978&dec=49.094017382,0.0669107,0.041099,0.95890093,-19.50300598,-21.45053101,-22.11688042,-22.51102257,-22.74686813,10.98776531,11.77013683,0.30270031,-6.00E-01,17.29688835,6.10E+14,6.66E-01
588017566556618864,168.8826623,12.1087407,http://skyserver.sdss.org/dr12/en/tools/explore/Summary.aspx?ra=168.882662248&dec=12.1087407036,0.0769149,0.06694142,0.93305856,-18.65813637,-20.39637756,-21.20038223,-21.57708931,-21.8257122,10.64608574,7.79229307,0.32960895,2.85E-01,22.91358757,5.49E+14,8.04E-01
587739646207459390,165.4509709,29.95354088,http://skyserver.sdss.org/dr12/en/tools/explore/Summary.aspx?ra=165.450970936&dec=29.9535408807,0.0511904,0.08452331,0.88359076,-18.69833374,-19.80116463,-20.46777534,-20.7990799,-20.9706707,10.28779888,8.66112041,0.61781925,-1.80E-01,47.82356262,2.35E+14,6.67E-01
587736942527447291,236.8904835,28.1785056,http://skyserver.sdss.org/dr12/en/tools/explore/Summary.aspx?ra=236.890483473&dec=28.1785055999,0.0767529,0.14269918,0.82231867,-18.81735992,-20.28401184,-21.05343628,-21.41866875,-21.67986679,10.55644798,6.32367802,0.33012772,5.43E-01,0.97912389,3.73E+14,7.69E-01
587732483297902749,221.8143087,43.48786198,http://skyserver.sdss.org/dr12/en/tools/explore/Summary.aspx?ra=221.814308736&dec=43.4878619787,0.0823171,0.01224992,0.98774999,-19.83691025,-21.09840775,-21.6618557,-21.90048218,-22.05106735,10.73022938,7.08058691,0.73041177,-1.23E-01,18.32412529,9.07E+13,5.63E-01
587741392106553440,137.2366817,23.79578423,http://skyserver.sdss.org/dr12/en/tools/explore/Summary.aspx?ra=137.236681716&dec=23.7957842304,0.0565108,0.16889518,0.80164623,-19.40901566,-20.64208984,-21.24490738,-21.52306747,-21.75772476,10.50592899,5.92567301,0.69478101,-1.59E+00,-999,-9.99E+02,6.03E-01
587741534393729215,164.4960397,29.52705246,http://skyserver.sdss.org/dr12/en/tools/explore/Summary.aspx?ra=164.496039694&dec=29.5270524627,0.0630831,0.08721305,0.91278714,-18.43768501,-19.71630478,-20.39895058,-20.76007271,-21.04424858,10.22264099,5.65378523,0.47841403,-1.00E+00,-999,-9.99E+02,6.83E-01
587739407310782586,162.3499617,32.93664082,http://skyserver.sdss.org/dr12/en/tools/explore/Summary.aspx?ra=162.349961722&dec=32.9366408223,0.0835734,0.08084658,0.88491178,-18.67055893,-19.9719677,-20.6651783,-21.0181675,-21.1987133,10.34553337,5.46018839,0.57229334,-2.60E-01,-999,-9.99E+02,6.93E-01
588016891708768266,145.8141758,35.16051617,http://skyserver.sdss.org/dr12/en/tools/explore/Summary.aspx?ra=145.81417575&dec=35.1605161696,0.0501873,0.06938895,0.93061107,-19.79989624,-21.50923347,-22.14080429,-22.4371891,-22.63800049,10.98159599,12.98215771,0.8875308,-4.70E-01,25.22456169,4.41E+13,6.32E-01
588015508728447099,350.8074029,-0.33610907,http://skyserver.sdss.org/dr12/en/tools/explore/Summary.aspx?ra=350.807402864&dec=-0.336109068035,0.0803342,0.01321306,0.98678702,-19.7985363,-20.71616173,-21.11327171,-21.25403595,-21.339674,10.11252594,6.24834967,0.88693511,1.58E+00,27.33546257,2.08E+14,3.97E-01
587735667450642558,202.5562928,57.50661481,http://skyserver.sdss.org/dr12/en/tools/explore/Summary.aspx?ra=202.556292807&dec=57.5066148083,0.0770972,0.01999862,0.98000139,-18.39348984,-19.95623779,-20.63604164,-20.96395302,-21.3277359,10.37492561,7.26612616,0.28066489,-1.07E+00,19.59113121,6.69E+13,6.80E-01
587725818031112323,221.9596712,63.09253413,http://skyserver.sdss.org/dr12/en/tools/explore/Summary.aspx?ra=221.959671207&dec=63.0925341338,0.0513797,0.04060799,0.84923476,-19.2583065,-20.35460663,-20.82032204,-21.03498077,-21.1606369,10.11178303,8.52968979,0.80424505,-3.76E-02,23.21315956,3.18E+13,4.66E-01
587733081356107969,208.9288801,53.01416909,http://skyserver.sdss.org/dr12/en/tools/explore/Summary.aspx?ra=208.928880093&dec=53.0141690913,0.0837657,0.00714959,0.99285042,-19.72227097,-21.04639053,-21.70211601,-22.01543808,-22.28475571,10.80367661,9.53410339,0.3174766,-5.71E-01,19.98167038,7.51E+13,6.56E-01
587742772947058762,177.6207344,16.1622667,http://skyserver.sdss.org/dr12/en/tools/explore/Summary.aspx?ra=177.620734422&dec=16.1622667021,0.0803746,0.09349022,0.83191776,-19.77429581,-20.83324432,-21.31403732,-21.52876472,-21.72602844,10.61090851,11.63562107,0.86808538,-3.01E-01,-999,-9.99E+02,4.81E-01
587726015617171640,206.056944,2.67897848,http://skyserver.sdss.org/dr12/en/tools/explore/Summary.aspx?ra=206.056943977&dec=2.67897848442,0.0784101,0.14999871,0.85000145,-18.30315971,-19.80767441,-20.5873127,-20.98247528,-21.32047272,10.35731411,5.18803883,0.31225419,1.96E-01,1.43074799,2.96E+14,7.80E-01
587728931333276044,115.6208066,31.09881995,http://skyserver.sdss.org/dr12/en/tools/explore/Summary.aspx?ra=115.620806565&dec=31.0988199535,0.0421333,0,1,-19.11105919,-20.43346405,-20.96237946,-21.12596703,-21.20154572,10.35444927,12.66631699,0.64933342,-9.81E-01,37.39077759,3.36E+13,5.29E-01
587725578037362974,264.888838,56.93840919,http://skyserver.sdss.org/dr12/en/tools/explore/Summary.aspx?ra=264.888838025&dec=56.9384091894,0.0841798,0,0.99999988,-20.5451355,-21.65814018,-22.15740204,-22.35594368,-22.5153904,10.73841381,6.88925791,0.80564046,4.59E-01,16.61060524,1.58E+15,4.99E-01
587736542554554618,213.9128978,8.80393878,http://skyserver.sdss.org/dr12/en/tools/explore/Summary.aspx?ra=213.912897767&dec=8.80393877775,0.0839277,0.06449071,0.81414199,-19.06884766,-19.95724106,-20.51356316,-20.75887489,-20.80597115,10.04996586,5.55021763,0.58422333,2.87E-01,-999,-9.99E+02,5.56E-01
587728879804940468,157.678622,4.14780528,http://skyserver.sdss.org/dr12/en/tools/explore/Summary.aspx?ra=157.678622038&dec=4.14780527834,0.0664701,0.0467256,0.95327437,-19.23058891,-20.71502113,-21.37080383,-21.67287636,-21.9119606,10.62798023,6.88367558,0.60302877,7.53E-01,11.92585945,4.52E+14,6.56E-01
588298664114979011,199.8330097,47.22631223,http://skyserver.sdss.org/dr12/en/tools/explore/Summary.aspx?ra=199.833009645&dec=47.2263122254,0.0581842,0.14733686,0.85266316,-18.22399521,-19.73316765,-20.41423035,-20.72325134,-20.97773361,10.26406765,7.17874098,0.4001095,7.08E-01,0.90038431,5.37E+13,6.81E-01
587722982285574282,199.6550322,-0.70747381,http://skyserver.sdss.org/dr12/en/tools/explore/Summary.aspx?ra=199.655032219&dec=-0.707473810174,0.0812339,0,1,-20.03668785,-21.18426132,-21.6862278,-21.90661049,-22.13390541,10.54481411,9.16054249,0.7135337,5.84E-01,1.48644614,4.13E+14,5.02E-01
587732135387005050,187.3644352,52.29704151,http://skyserver.sdss.org/dr12/en/tools/explore/Summary.aspx?ra=187.364435229&dec=52.2970415116,0.0839489,0.08507529,0.91492486,-19.22827911,-20.20709801,-20.69039154,-20.88893127,-20.94719887,10.14374924,7.13877773,0.69786984,1.19E-01,12.95197773,1.27E+14,4.83E-01
587739098605224063,199.7135236,37.35910348,http://skyserver.sdss.org/dr12/en/tools/explore/Summary.aspx?ra=199.713523545&dec=37.359103483,0.0455062,0.02999282,0.97000724,-19.63254929,-20.73393631,-21.25453568,-21.49489212,-21.70198441,10.43983269,10.05553627,0.84888786,-7.58E-01,-999,-9.99E+02,5.21E-01
587727226763608277,359.4601389,-9.71819991,http://skyserver.sdss.org/dr12/en/tools/explore/Summary.aspx?ra=359.460138856&dec=-9.71819990654,0.0650724,0.02299206,0.95726144,-19.48266792,-20.6677227,-21.19425774,-21.39352798,-21.52515984,10.51507854,12.65785217,0.22681724,-9.86E-01,17.78743744,8.40E+14,5.27E-01
587732591182544991,199.5972867,59.58065628,http://skyserver.sdss.org/dr12/en/tools/explore/Summary.aspx?ra=199.597286656&dec=59.5806562785,0.0755111,0.01276399,0.9601016,-18.80099297,-19.83713531,-20.23941422,-20.39390564,-20.67570496,9.82280445,7.10966682,0.3125827,-3.45E-01,7.46488667,3.71E+13,4.02E-01
587728930265301147,126.5740017,40.90514536,http://skyserver.sdss.org/dr12/en/tools/explore/Summary.aspx?ra=126.574001711&dec=40.9051453644,0.057026,0,0.95652169,-19.50391769,-20.73371315,-21.28915215,-21.53521538,-21.77869797,10.45662975,7.17343235,0.76803219,9.30E-01,15.72754478,8.10E+13,5.55E-01
588017979983069447,230.2715327,31.62753019,http://skyserver.sdss.org/dr12/en/tools/explore/Summary.aspx?ra=230.271532732&dec=31.6275301942,0.0457848,0.15666609,0.82393295,-18.91550636,-20.3465786,-21.10544586,-21.51234436,-21.81241798,10.54740334,9.48694038,0.44895992,-1.11E+00,37.8266449,2.81E+13,7.59E-01
587725576960344264,259.0793866,63.92641528,http://skyserver.sdss.org/dr12/en/tools/explore/Summary.aspx?ra=259.079386568&dec=63.9264152824,0.0800068,0.03986477,0.94231272,-18.86890221,-19.85353851,-20.41124153,-20.66713715,-20.80627251,10.07099628,5.62984324,0.45671186,1.18E+00,0.88806713,1.58E+15,5.58E-01
588017564949545124,177.1235156,11.27693688,http://skyserver.sdss.org/dr12/en/tools/explore/Summary.aspx?ra=177.123515587&dec=11.2769368753,0.0828354,0.06897428,0.93102574,-18.93564415,-20.39295006,-21.08924675,-21.41033936,-21.64897156,10.54398918,5.39295435,0.38036487,6.17E-01,0.61237693,2.18E+14,6.96E-01
587732483274375381,145.5533003,42.58970027,http://skyserver.sdss.org/dr12/en/tools/explore/Summary.aspx?ra=145.553300326&dec=42.5897002664,0.0738705,0.03131956,0.96868038,-18.68497276,-20.11886597,-20.908041,-21.31040573,-21.65805244,10.48327065,6.89367342,0.3423256,3.05E-01,5.08376884,1.32E+14,7.89E-01
587738616487608443,166.5380639,35.72520064,http://skyserver.sdss.org/dr12/en/tools/explore/Summary.aspx?ra=166.538063889&dec=35.7252006445,0.0740859,0.0151864,0.9487865,-18.89067078,-20.12825584,-20.73504066,-21.02515984,-21.25326157,10.27702618,7.34999657,0.26157498,1.90E-01,1.91315436,3.95E+13,6.07E-01
587739828749598931,240.7703176,16.7903527,http://skyserver.sdss.org/dr12/en/tools/explore/Summary.aspx?ra=240.770317586&dec=16.7903527039,0.0595573,0.02078164,0.97921836,-18.5691967,-19.80343056,-20.51603127,-20.89080429,-21.22921944,10.30666733,8.68803024,0.45348799,-5.82E-01,45.99240112,1.86E+15,7.13E-01
587735347492749503,164.6392531,13.27870655,http://skyserver.sdss.org/dr12/en/tools/explore/Summary.aspx?ra=164.639253089&dec=13.2787065544,0.047432,0.09931043,0.86249995,-17.99313164,-19.45677185,-20.23345947,-20.6336422,-20.97829056,10.18463039,7.11856031,0.36631197,-8.98E-01,38.64672852,3.84E+12,7.77E-01
587731869087760592,146.6326315,48.18033929,http://skyserver.sdss.org/dr12/en/tools/explore/Summary.aspx?ra=146.632631454&dec=48.1803392938,0.0789897,0.03968821,0.96031177,-19.24376869,-20.08249283,-20.45625114,-20.61606026,-20.6580677,9.75100422,5.24526119,0.46010634,-7.76E-01,40.77454758,6.57E+14,3.74E-01
587729652885291161,248.3312018,40.65532466,http://skyserver.sdss.org/dr12/en/tools/explore/Summary.aspx?ra=248.331201805&dec=40.6553246604,0.0786501,0.04799202,0.95200813,-19.10210228,-20.33296394,-20.95022583,-21.25043869,-21.54007149,10.41001892,8.57231426,0.29840869,-4.79E-01,33.67749786,1.86E+15,6.17E-01
588298664120680608,217.3901052,43.38386937,http://skyserver.sdss.org/dr12/en/tools/explore/Summary.aspx?ra=217.390105159&dec=43.3838693715,0.070117,0.01367796,0.98632205,-19.75728035,-21.11575699,-21.76728249,-22.07146072,-22.36166191,10.84389973,10.16937637,0.8941133,-2.72E-01,18.40081406,6.10E+14,6.52E-01
587739406226358448,136.3316984,24.09087345,http://skyserver.sdss.org/dr12/en/tools/explore/Summary.aspx?ra=136.331698398&dec=24.0908734513,0.0622241,0.04532987,0.91630536,-18.7671833,-20.05536842,-20.6132164,-20.86008072,-21.01296425,10.15957355,7.32831812,0.34462669,-7.94E-01,50.46730804,1.07E+14,5.58E-01
587741531710292087,167.1676628,27.8917445,http://skyserver.sdss.org/dr12/en/tools/explore/Summary.aspx?ra=167.167662837&dec=27.8917444984,0.0647178,0.09375,0.875,-19.68697548,-20.8746891,-21.39106369,-21.57251358,-21.71562195,10.51953888,10.3046093,0.80493802,-4.42E-01,-999,-9.99E+02,5.16E-01
587732578310422681,161.4710633,6.97353444,http://skyserver.sdss.org/dr12/en/tools/explore/Summary.aspx?ra=161.471063245&dec=6.97353443503,0.0682452,0.00997932,0.99002069,-20.10274124,-21.30142212,-21.81344604,-21.97733498,-22.1099472,10.68809128,9.74442577,0.80811083,-6.95E-01,9.42532349,4.52E+14,5.12E-01
587739828746584088,234.0859614,19.40756725,http://skyserver.sdss.org/dr12/en/tools/explore/Summary.aspx?ra=234.085961413&dec=19.4075672495,0.0421561,0,1,-18.86009979,-20.16835785,-20.68028259,-20.72817421,-20.61856079,10.14750671,15.04670525,0.90115249,-6.46E-01,-999,-9.99E+02,5.12E-01
587726878878466252,324.3934722,-7.35043063,http://skyserver.sdss.org/dr12/en/tools/explore/Summary.aspx?ra=324.393472201&dec=-7.35043062917,0.0689583,0.07626464,0.89608061,-19.54172707,-20.74391937,-21.37487411,-21.67393494,-21.88965988,10.61538601,9.73461533,0.35799089,-9.73E-01,32.92778015,1.66E+14,6.31E-01
587731886270644577,120.0693325,33.14342017,http://skyserver.sdss.org/dr12/en/tools/explore/Summary.aspx?ra=120.069332448&dec=33.1434201717,0.0744419,0.09781212,0.90218794,-19.0368309,-20.03366852,-20.47314835,-20.6649437,-20.91695786,9.9484129,5.60266972,0.85708952,-8.57E-01,7.51354742,6.54E+13,4.39E-01
587732054310977898,120.283278,29.41864565,http://skyserver.sdss.org/dr12/en/tools/explore/Summary.aspx?ra=120.283278016&dec=29.4186456495,0.0806239,0.12906584,0.85057652,-19.69179344,-20.78299904,-21.32511139,-21.5723896,-21.77989769,10.42945194,4.94088411,0.62289923,-3.64E-02,26.47685432,6.69E+13,5.42E-01
587732482753036448,196.5614488,48.92433594,http://skyserver.sdss.org/dr12/en/tools/explore/Summary.aspx?ra=196.561448793&dec=48.924335942,0.0732071,0.03064054,0.96935946,-19.53454399,-20.7214489,-21.22714043,-21.38009262,-21.47498512,10.41906166,9.31970787,0.72571194,-1.38E+00,34.01663589,5.76E+14,5.06E-01
587735667453264034,212.8755455,55.44681002,http://skyserver.sdss.org/dr12/en/tools/explore/Summary.aspx?ra=212.875545511&dec=55.446810017,0.041977,0.01165396,0.8963207,-18.48073959,-19.71963882,-20.21273232,-20.3178215,-20.73397064,10.00254059,8.60432816,0.65611762,7.36E-01,1.64841068,1.31E+14,4.93E-01
588015509275672658,14.35103661,0.10968574,http://skyserver.sdss.org/dr12/en/tools/explore/Summary.aspx?ra=14.3510366053&dec=0.109685739799,0.0446525,0.09376308,0.90623695,-18.52033806,-20.19463348,-20.97611237,-21.37616158,-21.65592957,10.55003738,8.04273796,0.55422336,3.03E-01,1.55958271,3.09E+14,7.81E-01
587732577232027780,150.7775322,5.48920658,http://skyserver.sdss.org/dr12/en/tools/explore/Summary.aspx?ra=150.777532237&dec=5.48920658265,0.0757164,0.09495433,0.84936118,-18.69001579,-19.71148872,-20.21186829,-20.4153614,-20.56506348,9.89056301,4.5775218,0.80970144,-5.50E-01,39.52136993,1.23E+14,5.00E-01
587729408615317793,250.0609488,42.27768145,http://skyserver.sdss.org/dr12/en/tools/explore/Summary.aspx?ra=250.060948839&dec=42.2776814506,0.0607065,0.06067568,0.93932432,-19.01015854,-20.41226578,-20.90742111,-21.05934525,-21.32157516,10.3168993,10.50780106,0.42330816,-7.45E-01,23.1530323,1.41E+14,4.95E-01
