OBJID,RA,DEC,IMG_URL,REDSHIFT,P_ELLIPTICAL,P_SPIRAL,UMAG,GMAG,IMAG,ZMAG,LOG_MASS,R90_ARCSEC,AXIAL_RATIO,LOCAL_DENSITY,NEARCLUSTER_DIST,NEARCLUSTER_MASS,G-R
587726877273489553,337.1540737,-9.76721723,http://skyserver.sdss.org/dr12/en/tools/explore/Summary.aspx?ra=337.154073681&dec=-9.7672172275,0.05451,0.91666669,0,-18.56473351,-20.27831459,-21.36471558,-21.58616638,10.55156136,9.17625237,0.84030324,4.76E-01,28.0228405,4.57E+14,7.40E-01
587729387673485413,127.5225976,43.75918968,http://skyserver.sdss.org/dr12/en/tools/explore/Summary.aspx?ra=127.522597569&dec=43.7591896841,0.0834672,0.81250948,0.06955623,-19.75787926,-21.48548508,-22.57709885,-22.79905891,11.03006935,6.70762205,0.79273081,2.20E-01,39.92586517,1.54E+14,7.35E-01
588015507665977412,16.45377297,-1.14931638,http://skyserver.sdss.org/dr12/en/tools/explore/Summary.aspx?ra=16.4537729739&dec=-1.14931638459,0.0648866,0.89615136,0.06909087,-19.39475441,-21.0859127,-22.21722031,-22.45797348,10.89962959,10.79205418,0.89853656,1.12E-01,2.64739132,1.24E+14,7.70E-01
587731511544381527,46.97924035,-0.94664602,http://skyserver.sdss.org/dr12/en/tools/explore/Summary.aspx?ra=46.9792403504&dec=-0.946646022105,0.0666509,0.87915033,0.10389951,-18.88377762,-20.50520515,-21.58326721,-21.84429932,10.63026142,5.00947237,0.67981499,-7.76E-01,67.19734192,1.71E+14,7.40E-01
587741707799036086,150.0824606,22.03743307,http://skyserver.sdss.org/dr12/en/tools/explore/Summary.aspx?ra=150.082460617&dec=22.0374330652,0.0826112,0.84137207,0.12726061,-19.41487503,-21.11042595,-22.23735809,-22.51473618,10.91281891,7.424716,0.89694518,-8.46E-01,-999,-9.99E+02,7.75E-01
588017702393282681,179.1972636,11.46280918,http://skyserver.sdss.org/dr12/en/tools/explore/Summary.aspx?ra=179.197263634&dec=11.4628091821,0.0481567,0.94924158,0.05075837,-19.06937027,-20.70517731,-21.80406952,-22.03263855,10.71995735,8.66501522,0.85665661,-1.06E+00,53.8909874,9.16E+13,7.50E-01
587732482203648070,154.6643877,44.71642932,http://skyserver.sdss.org/dr12/en/tools/explore/Summary.aspx?ra=154.664387713&dec=44.7164293242,0.0694209,0.92307699,0,-19.33580399,-20.97777367,-22.05975914,-22.49069595,10.86477757,13.87051964,0.73944366,-6.88E-01,18.89610672,6.57E+14,8.49E-01
588010359624106124,182.3218855,5.3186894,http://skyserver.sdss.org/dr12/en/tools/explore/Summary.aspx?ra=182.321885487&dec=5.31868940136,0.0750862,0.81970847,0.12371518,-18.84945107,-20.5890274,-21.69636154,-21.9548378,10.68015766,7.63304567,0.79957265,2.39E-01,1.32146931,2.61E+14,7.57E-01
587725551216754733,208.6770221,65.24431127,http://skyserver.sdss.org/dr12/en/tools/explore/Summary.aspx?ra=208.677022143&dec=65.2443112663,0.035783,0.90956932,0.05471551,-19.06752777,-20.76861763,-21.87793159,-22.10878563,10.74403286,12.33542442,0.69732422,-5.25E-01,46.08548355,1.31E+14,7.38E-01
588017947218280624,224.0946953,34.40477364,http://skyserver.sdss.org/dr12/en/tools/explore/Summary.aspx?ra=224.094695327&dec=34.4047736444,0.0789854,0.88973099,0.07587753,-19.4265995,-21.0613327,-22.17087173,-22.39183235,10.86176586,7.90468311,0.91865218,-2.08E-01,19.46470261,8.47E+14,7.45E-01
587742571076190310,173.634182,18.41793981,http://skyserver.sdss.org/dr12/en/tools/explore/Summary.aspx?ra=173.634181948&dec=18.4179398074,0.0831259,0.8009584,0.07712799,-18.26092339,-20.07615852,-21.26774788,-21.57753181,10.51228619,3.92530227,0.81287467,5.19E-01,-999,-9.99E+02,8.02E-01
587734950204014761,155.8701792,11.83554446,http://skyserver.sdss.org/dr12/en/tools/explore/Summary.aspx?ra=155.870179234&dec=11.8355444578,0.0662614,0.80679876,0.10786431,-18.70446396,-20.04299927,-21.10932541,-21.32234001,10.40803051,7.30824232,0.78119701,-6.82E-01,30.12923813,4.52E+14,7.27E-01
587732772668899452,188.957102,10.97161896,http://skyserver.sdss.org/dr12/en/tools/explore/Summary.aspx?ra=188.957101971&dec=10.9716189602,0.0844261,0.939394,0,-19.42391014,-21.0538044,-22.1379509,-22.40732384,10.8518362,6.49661493,0.73935521,-4.17E-01,7.717278,5.29E+14,7.40E-01
588298664654405670,208.1605708,46.34985467,http://skyserver.sdss.org/dr12/en/tools/explore/Summary.aspx?ra=208.160570749&dec=46.3498546689,0.06228,0.93023252,0,-20.63642502,-22.46043396,-23.66637421,-23.90927505,11.46767139,15.65079308,0.98133689,8.28E-01,0.04905377,2.63E+14,7.93E-01
588017627769602301,196.8684437,45.34961316,http://skyserver.sdss.org/dr12/en/tools/explore/Summary.aspx?ra=196.868443728&dec=45.3496131649,0.0511566,0.83259547,0.0507364,-17.88534737,-19.76167679,-20.89357185,-21.14305878,10.36345291,5.23271179,0.89133608,2.77E-01,47.94997025,5.37E+13,7.65E-01
587729970178949365,223.3537002,-2.78576853,http://skyserver.sdss.org/dr12/en/tools/explore/Summary.aspx?ra=223.353700159&dec=-2.78576853481,0.0749271,0.84848487,0,-18.73064995,-20.46285439,-21.52603912,-21.83034706,10.59592342,4.50717068,0.69527572,-7.80E-01,28.93586731,9.04E+13,7.31E-01
587722982812549238,177.1759569,-0.27874347,http://skyserver.sdss.org/dr12/en/tools/explore/Summary.aspx?ra=177.175956929&dec=-0.278743470845,0.0471611,0.89626461,0.0410201,-18.38511276,-20.13318443,-21.28243256,-21.5206604,10.51409054,7.82918501,0.95856029,-5.04E-01,34.65628433,9.16E+13,7.78E-01
587724199351091437,14.20062201,15.25442101,http://skyserver.sdss.org/dr12/en/tools/explore/Summary.aspx?ra=14.2006220091&dec=15.2544210053,0.0767771,0.86666667,0,-19.5978775,-21.36683846,-22.46312523,-22.75206566,10.9998188,8.31726837,0.8526479,1.14E+00,0.06076744,3.14E+13,7.40E-01
587741491451134213,182.739192,30.88142601,http://skyserver.sdss.org/dr12/en/tools/explore/Summary.aspx?ra=182.739191993&dec=30.881426006,0.0740084,0.88780642,0.04191243,-19.86475372,-22.09572601,-23.19350243,-23.41801834,11.29413605,18.19633484,0.90868831,1.31E+00,-999,-9.99E+02,7.30E-01
588010360691490829,167.6593599,5.93438299,http://skyserver.sdss.org/dr12/en/tools/explore/Summary.aspx?ra=167.659359856&dec=5.93438299167,0.0414661,0.88467598,0.08830373,-18.76663589,-20.47893715,-21.54576492,-21.75044441,10.56525517,11.10787106,0.70235234,-3.48E-01,20.49403191,1.12E+14,7.24E-01
587728308565180607,167.9144613,2.28277683,http://skyserver.sdss.org/dr12/en/tools/explore/Summary.aspx?ra=167.914461336&dec=2.28277683063,0.0848519,0.91055155,0.05654309,-18.35672569,-20.04153252,-21.10072899,-21.40441132,10.43112373,3.31246328,0.70457876,1.06E-01,1.76495123,3.07E+14,7.32E-01
587736914609635387,230.6644704,9.71193012,http://skyserver.sdss.org/dr12/en/tools/explore/Summary.aspx?ra=230.664470393&dec=9.71193011945,0.0545658,0.85048193,0.13312404,-18.61094284,-20.05408096,-20.87771797,-21.10517311,10.31083298,4.63524437,0.71447283,-7.35E-01,-999,-9.99E+02,5.87E-01
588848901002821819,217.4575425,0.66485057,http://skyserver.sdss.org/dr12/en/tools/explore/Summary.aspx?ra=217.457542473&dec=0.664850572129,0.0536731,0.81348598,0.12830043,-18.28491402,-19.8676815,-20.96552658,-21.21190262,10.38785076,6.04674339,0.98450667,1.26E-01,1.99019027,3.74E+13,7.50E-01
587739609169395810,198.6632107,31.9204024,http://skyserver.sdss.org/dr12/en/tools/explore/Summary.aspx?ra=198.663210668&dec=31.920402402,0.0470204,0.89181596,0.07490738,-18.09902763,-19.84266472,-20.98467827,-21.26845169,10.3968029,7.98183537,0.9169485,-7.35E-01,-999,-9.99E+02,7.70E-01
587725817497714849,233.6696741,57.62816806,http://skyserver.sdss.org/dr12/en/tools/explore/Summary.aspx?ra=233.669674129&dec=57.6281680592,0.0726917,0.91450024,0.04896254,-18.75349998,-20.81403351,-21.92312241,-22.25371361,10.79053211,6.73328781,0.61211652,3.95E-02,23.57800102,4.33E+13,7.50E-01
587725589308375175,257.7188296,63.65478538,http://skyserver.sdss.org/dr12/en/tools/explore/Summary.aspx?ra=257.718829644&dec=63.6547853811,0.0809921,0.9666667,0,-19.15966797,-20.82083702,-21.83074951,-22.10617638,10.72303009,7.63375759,0.83148164,6.74E-01,0.890499,1.58E+15,6.95E-01
588017627766325453,186.1152774,45.85717169,http://skyserver.sdss.org/dr12/en/tools/explore/Summary.aspx?ra=186.115277384&dec=45.85717169,0.0579605,0.88087404,0.08919962,-18.52051735,-20.16259766,-21.11942673,-21.32678604,10.43262672,6.73526955,0.89201188,-6.10E-01,23.22691154,3.01E+12,6.87E-01
588018254824865933,222.999111,46.75101751,http://skyserver.sdss.org/dr12/en/tools/explore/Summary.aspx?ra=222.999111032&dec=46.7510175083,0.074026,0.88834858,0.11165148,-19.6710701,-21.36953163,-22.51006889,-22.7102356,11.00893593,10.5969038,0.67894691,1.19E+00,0.09313925,3.29E+13,7.71E-01
588017626165477672,215.9647328,40.25883797,http://skyserver.sdss.org/dr12/en/tools/explore/Summary.aspx?ra=215.96473275&dec=40.2588379715,0.0821575,1,0,-20.1960144,-22.33030701,-23.50652122,-23.7516861,11.4305439,18.39485741,0.59420991,1.27E+00,0,9.44E+13,7.83E-01
587728919522115715,219.3897889,61.20475972,http://skyserver.sdss.org/dr12/en/tools/explore/Summary.aspx?ra=219.38978894&dec=61.2047597185,0.0494025,1,0,-18.95059967,-20.42856407,-21.40321159,-21.61955452,10.53224277,12.07184887,0.73952544,-1.29E-01,4.5605278,3.18E+13,6.70E-01
587735662080884933,137.0189125,31.72694226,http://skyserver.sdss.org/dr12/en/tools/explore/Summary.aspx?ra=137.018912475&dec=31.7269422605,0.0654319,1,0,-19.2874012,-21.06026649,-22.21374702,-22.42936134,10.89329147,9.8823204,0.7865321,1.10E+00,13.42739201,1.07E+14,7.74E-01
587738572996346022,198.5964562,38.75078803,http://skyserver.sdss.org/dr12/en/tools/explore/Summary.aspx?ra=198.596456178&dec=38.750788029,0.0720942,0.86726028,0.09264816,-18.71945763,-20.26841736,-21.46365547,-21.78793526,10.58317661,4.9204545,0.67186522,5.55E-01,-999,-9.99E+02,8.13E-01
587734893827850368,182.3646581,10.81142332,http://skyserver.sdss.org/dr12/en/tools/explore/Summary.aspx?ra=182.364658074&dec=10.8114233163,0.0688381,0.92585284,0.02055218,-19.33699608,-21.12748337,-22.27886772,-22.57832909,10.92372799,6.32566261,0.70391601,1.11E+00,30.74471474,3.90E+13,7.71E-01
587727180064620675,10.51363412,-9.47106544,http://skyserver.sdss.org/dr12/en/tools/explore/Summary.aspx?ra=10.5136341234&dec=-9.47106544239,0.0521756,0.98181808,0,-18.87269592,-20.2462368,-21.3297863,-21.53956223,10.51902962,11.60946083,0.74843889,1.11E+00,0.52391332,4.80E+14,7.40E-01
587736620393955355,230.419267,33.55899322,http://skyserver.sdss.org/dr12/en/tools/explore/Summary.aspx?ra=230.419267043&dec=33.5589932238,0.0620527,0.93314183,0.03651386,-19.51219749,-21.51741409,-22.68356895,-22.94084358,11.11085415,12.94766331,0.76820379,2.01E-01,26.14057922,2.50E+13,8.04E-01
587729228222955680,232.1314382,58.84393657,http://skyserver.sdss.org/dr12/en/tools/explore/Summary.aspx?ra=232.131438156&dec=58.843936572,0.0761945,0.89795917,0.06122449,-20.17000389,-21.90730858,-23.03378677,-23.24809456,11.22592735,16.9554615,0.7210263,-9.25E-01,20.47632027,2.61E+13,7.61E-01
587728669878714582,120.7521817,40.41644689,http://skyserver.sdss.org/dr12/en/tools/explore/Summary.aspx?ra=120.752181648&dec=40.416446887,0.0405277,0.89692581,0.10307425,-18.51975822,-20.28454208,-21.37052917,-21.6433506,10.55139732,10.44010258,0.89258164,6.45E-01,0.32479647,1.81E+13,7.39E-01
588017704005861525,183.8174364,12.86297724,http://skyserver.sdss.org/dr12/en/tools/explore/Summary.aspx?ra=183.817436407&dec=12.8629772391,0.0578688,0.82545996,0.14150292,-20.06676674,-21.36066246,-22.2443409,-22.44573975,10.84410858,9.31895828,0.92287391,4.14E-01,1.17359829,5.29E+13,6.07E-01
587741534401790102,185.723844,31.17979307,http://skyserver.sdss.org/dr12/en/tools/explore/Summary.aspx?ra=185.723844011&dec=31.1797930722,0.0478774,0.83417183,0.14693278,-19.10004997,-20.74830055,-21.83990288,-22.07579803,10.72057438,11.15746212,0.6133343,5.48E-02,-999,-9.99E+02,7.28E-01
587727866181058791,118.2705236,36.64230726,http://skyserver.sdss.org/dr12/en/tools/explore/Summary.aspx?ra=118.270523554&dec=36.6423072557,0.0836601,0.95238101,0,-19.83203316,-21.85759163,-22.96264839,-23.20841217,11.21577072,12.7099638,0.69248241,-7.13E-01,19.96167946,2.94E+14,7.45E-01
587731868560064601,178.8198613,54.35307226,http://skyserver.sdss.org/dr12/en/tools/explore/Summary.aspx?ra=178.819861313&dec=54.3530722594,0.0800889,0.89473683,0,-18.53559303,-20.37065697,-21.50614929,-21.76067924,10.63858414,4.8786912,0.68136597,-1.61E-01,10.09169388,7.59E+13,7.71E-01
587735744225476613,238.04482,34.08427079,http://skyserver.sdss.org/dr12/en/tools/explore/Summary.aspx?ra=238.044820037&dec=34.0842707943,0.0484167,0.84615391,0,-19.74687004,-21.68364143,-22.87750435,-23.03594589,11.15614128,17.29107475,0.91039324,1.81E+00,40.16714096,2.67E+13,7.82E-01
587726878880629230,329.3570433,-7.79354356,http://skyserver.sdss.org/dr12/en/tools/explore/Summary.aspx?ra=329.357043249&dec=-7.79354356134,0.0582406,0.80000001,0.08,-17.48907471,-19.47787857,-20.62850189,-20.94460106,10.26286411,3.55671549,0.85245401,1.96E+00,0.35074553,4.57E+14,7.87E-01
587739504466984963,177.0616909,31.21662137,http://skyserver.sdss.org/dr12/en/tools/explore/Summary.aspx?ra=177.061690944&dec=31.2166213706,0.0588566,0.95999998,0,-20.33715057,-21.99567032,-23.15085793,-23.38080788,11.26795197,13.47031689,0.57061338,-2.99E-01,69.33161926,6.57E+14,7.68E-01
588017991230488799,213.3436832,8.63780437,http://skyserver.sdss.org/dr12/en/tools/explore/Summary.aspx?ra=213.343683172&dec=8.63780437241,0.0809075,0.85602421,0.14397576,-19.0087719,-20.92943954,-22.03808594,-22.2984581,10.83298302,5.9823308,0.56372434,5.67E-02,-999,-9.99E+02,7.60E-01
587724233712599168,12.82925559,15.67832381,http://skyserver.sdss.org/dr12/en/tools/explore/Summary.aspx?ra=12.8292555862&dec=15.6783238061,0.0785643,0.8888889,0,-19.0970726,-20.76769257,-21.86275291,-22.12333298,10.75311947,5.31159067,0.6993804,1.19E-01,9.06271935,3.94E+14,7.48E-01
587725591458349233,264.2529542,58.62513148,http://skyserver.sdss.org/dr12/en/tools/explore/Summary.aspx?ra=264.252954239&dec=58.6251314774,0.0804914,0.86810023,0.11067781,-19.45756531,-21.09958839,-22.23771667,-22.49360466,10.89633083,11.47223854,0.89966762,-8.09E-01,12.42685795,1.58E+15,7.76E-01
587725550676672761,190.9903115,66.60051449,http://skyserver.sdss.org/dr12/en/tools/explore/Summary.aspx?ra=190.990311477&dec=66.6005144935,0.0750657,0.9272936,0.05162879,-19.88186455,-21.61250305,-22.75264549,-23.04884338,11.12195206,11.97689915,0.57645619,-4.70E-01,38.12358093,1.64E+14,7.76E-01
587725551747334304,172.9139461,67.2417062,http://skyserver.sdss.org/dr12/en/tools/explore/Summary.aspx?ra=172.913946088&dec=67.241706201,0.0541506,0.96551722,0,-20.03576088,-21.89135551,-23.03217506,-23.18234062,11.22409534,22.6308651,0.62540364,7.57E-01,11.0057106,2.75E+13,7.69E-01
587734948057645153,158.6194923,10.44944322,http://skyserver.sdss.org/dr12/en/tools/explore/Summary.aspx?ra=158.619492319&dec=10.4494432176,0.0332834,0.80769229,0.1923077,-18.32506752,-19.65361977,-20.57108879,-20.78386879,10.12031269,6.86866522,0.63840067,-3.12E-01,48.56229019,1.12E+14,6.12E-01
588848899923050673,203.7327899,-0.17422857,http://skyserver.sdss.org/dr12/en/tools/explore/Summary.aspx?ra=203.73278989&dec=-0.174228571298,0.0776048,0.91901308,0.03937213,-19.91424751,-21.63533592,-22.62412834,-22.84587288,11.0664463,10.29205513,0.69528884,-1.81E-01,13.78095627,3.77E+14,6.99E-01
587739720298528882,214.3562956,26.34814739,http://skyserver.sdss.org/dr12/en/tools/explore/Summary.aspx?ra=214.356295551&dec=26.3481473852,0.0712147,0.81787199,0.16171388,-19.77943039,-21.45399857,-22.60762405,-22.85697365,11.05262089,9.19451141,0.95814741,1.62E+00,-999,-9.99E+02,7.80E-01
587726015089869102,227.85587,1.68564561,http://skyserver.sdss.org/dr12/en/tools/explore/Summary.aspx?ra=227.855870023&dec=1.68564561221,0.0363897,1,0,-18.52897644,-20.25344276,-21.35659599,-21.56352806,10.55578995,11.63728523,0.92767549,9.93E-01,0.38457537,3.37E+13,7.39E-01
587726033338106078,216.1510988,2.74514249,http://skyserver.sdss.org/dr12/en/tools/explore/Summary.aspx?ra=216.151098758&dec=2.74514249313,0.0541681,0.98181808,0,-19.70658875,-21.68316269,-22.83658981,-23.08164024,11.15717697,13.64396954,0.94482261,1.06E+00,0.62444556,2.93E+13,7.73E-01
587729158449135922,239.47962,2.34350132,http://skyserver.sdss.org/dr12/en/tools/explore/Summary.aspx?ra=239.47961997&dec=2.3435013204,0.0643759,0.80645162,0,-19.84791756,-21.36067963,-22.45788383,-22.7098999,10.96391201,11.62888145,0.41102698,-6.73E-03,29.21144295,2.76E+13,7.50E-01
587726033848762451,156.1367399,3.03038575,http://skyserver.sdss.org/dr12/en/tools/explore/Summary.aspx?ra=156.136739858&dec=3.03038574887,0.0726341,0.92592591,0,-19.0374279,-20.73858643,-21.78202438,-22.01011467,10.74546432,6.50285053,0.92439723,9.11E-01,5.88114929,1.09E+14,7.19E-01
587732483826450479,195.5482326,49.91035078,http://skyserver.sdss.org/dr12/en/tools/explore/Summary.aspx?ra=195.548232579&dec=49.9103507827,0.0512379,0.87029988,0.05487981,-19.10944366,-21.12674522,-22.35854912,-22.60032654,10.97134495,9.27501774,0.69583464,2.50E-01,38.30132675,1.50E+13,8.12E-01
588010136803606585,137.5719599,53.07257099,http://skyserver.sdss.org/dr12/en/tools/explore/Summary.aspx?ra=137.571959883&dec=53.0725709916,0.0716662,0.80187744,0.16048051,-18.82865906,-20.56050491,-21.61047363,-21.8366394,10.62707138,6.94233561,0.73219991,-2.86E-01,49.05279922,1.75E+14,7.18E-01
588013383280230521,182.0042022,52.60977302,http://skyserver.sdss.org/dr12/en/tools/explore/Summary.aspx?ra=182.004202237&dec=52.6097730184,0.0815389,0.84676552,0.0673352,-18.6312294,-20.27826309,-21.48148155,-21.81258583,10.6142807,4.93778038,0.89589697,-2.46E-01,4.66704988,5.52E+13,8.14E-01
588011103178129592,233.4809336,52.84145177,http://skyserver.sdss.org/dr12/en/tools/explore/Summary.aspx?ra=233.480933612&dec=52.8414517682,0.0729018,1,0,-19.46081161,-21.16177559,-22.28660774,-22.51030731,10.92368984,9.56304932,0.91528749,5.32E-01,0.1430012,1.22E+13,7.53E-01
587725775607890121,121.1395506,48.26277274,http://skyserver.sdss.org/dr12/en/tools/explore/Summary.aspx?ra=121.139550572&dec=48.262772743,0.0776775,0.9228074,0.07719256,-19.24095535,-20.98128319,-22.12147141,-22.34787178,10.85476494,6.46311808,0.7551412,-9.46E-01,43.88850784,2.05E+14,7.65E-01
587727180605423787,19.67290864,-8.70901255,http://skyserver.sdss.org/dr12/en/tools/explore/Summary.aspx?ra=19.6729086399&dec=-8.70901254938,0.0667756,0.86908686,0.05599445,-19.78302956,-21.41902733,-22.49009323,-22.7153492,10.99227428,15.54958916,0.6810627,5.21E-01,45.68299866,4.80E+14,7.40E-01
588848898848194722,201.1847984,-1.00057831,http://skyserver.sdss.org/dr12/en/tools/explore/Summary.aspx?ra=201.184798347&dec=-1.00057831217,0.0830112,0.92840952,0.07159048,-19.69918823,-21.41739655,-22.5533123,-22.80669403,11.02077579,9.52078533,0.73622364,6.28E-01,1.45570219,2.71E+13,7.70E-01
587739114165371152,129.1786956,22.54417253,http://skyserver.sdss.org/dr12/en/tools/explore/Summary.aspx?ra=129.178695621&dec=22.5441725284,0.0711404,0.8888889,0,-18.43457413,-19.73517418,-20.70093727,-20.92434502,10.23543072,4.83107376,0.85271317,-1.45E+00,43.27153015,1.20E+14,6.80E-01
588017724403548221,192.0049853,6.77826594,http://skyserver.sdss.org/dr12/en/tools/explore/Summary.aspx?ra=192.004985299&dec=6.77826593608,0.0798706,0.9163698,0.06558731,-19.85731125,-21.63061333,-22.76452255,-22.99650764,11.11917686,13.38907242,0.87400055,6.22E-01,-999,-9.99E+02,7.62E-01
588017564948430986,174.5992237,11.23651198,http://skyserver.sdss.org/dr12/en/tools/explore/Summary.aspx?ra=174.599223689&dec=11.2365119835,0.0849763,0.80177158,0.19822842,-19.03074646,-20.8278389,-21.8847599,-22.17240524,10.77170181,6.44342136,0.765876,5.47E-01,15.97954845,2.17E+14,7.27E-01
588018090008772658,243.5620367,29.29238217,http://skyserver.sdss.org/dr12/en/tools/explore/Summary.aspx?ra=243.562036693&dec=29.2923821699,0.0328602,0.96156955,0.0227526,-18.04232979,-19.66922188,-20.70560837,-20.93297195,10.26335049,10.64845085,0.92572272,4.07E-02,35.19106293,1.08E+14,6.95E-01
588007004702441629,135.6661427,54.38348038,http://skyserver.sdss.org/dr12/en/tools/explore/Summary.aspx?ra=135.666142686&dec=54.3834803782,0.0817541,0.82870698,0.12192512,-19.21316528,-20.90167046,-22.05163383,-22.30583763,10.83050823,8.30335903,0.74857485,-4.37E-01,17.96321678,1.62E+14,7.87E-01
588015509811232912,11.45050224,0.55066553,http://skyserver.sdss.org/dr12/en/tools/explore/Summary.aspx?ra=11.4505022375&dec=0.550665525721,0.0693685,0.86440682,0.06779661,-19.16875648,-20.63059044,-21.63597679,-21.85713768,10.6543169,4.82566071,0.92261642,-5.48E-01,30.99022865,1.24E+14,6.98E-01
587739608636129342,207.9633336,30.00808934,http://skyserver.sdss.org/dr12/en/tools/explore/Summary.aspx?ra=207.963333615&dec=30.0080893429,0.0509122,0.83137852,0.16862158,-18.54056931,-20.34654999,-21.49261093,-21.79745865,10.62109089,9.99097252,0.97070998,-1.01E+00,-999,-9.99E+02,7.81E-01
587736618789044535,242.465878,25.68657305,http://skyserver.sdss.org/dr12/en/tools/explore/Summary.aspx?ra=242.465877971&dec=25.6865730484,0.0415619,0.95555764,0.04444232,-19.54698372,-21.4461689,-22.65598297,-22.86856651,11.07820415,17.65936661,0.87747765,8.07E-01,0.69583732,3.23E+13,7.95E-01
587739844321542273,244.5560487,12.71603902,http://skyserver.sdss.org/dr12/en/tools/explore/Summary.aspx?ra=244.556048735&dec=12.7160390249,0.0500737,0.96825403,0,-19.88463974,-21.7311573,-22.84033012,-23.06005669,11.12973404,14.76657391,0.80674988,9.69E-02,-999,-9.99E+02,7.39E-01
588016840710160684,128.5599471,26.86946646,http://skyserver.sdss.org/dr12/en/tools/explore/Summary.aspx?ra=128.559947125&dec=26.8694664641,0.0795938,0.91666669,0,-19.34552002,-21.05149269,-22.20319366,-22.46286392,10.8852396,7.29684973,0.92515147,3.40E-01,12.36034679,2.64E+14,7.77E-01
587735241175335038,132.4196755,31.72282788,http://skyserver.sdss.org/dr12/en/tools/explore/Summary.aspx?ra=132.4196755&dec=31.7228278767,0.077293,0.83319455,0.12365539,-19.40871811,-21.2866993,-22.40114403,-22.61021233,10.98926544,10.75226021,0.87191403,-4.66E-01,18.34979439,3.15E+13,7.64E-01
587735695378088076,216.2435593,52.49370192,http://skyserver.sdss.org/dr12/en/tools/explore/Summary.aspx?ra=216.243559286&dec=52.4937019222,0.0671655,0.88044173,0.11955824,-18.83661652,-20.3674469,-21.44707298,-21.67866135,10.541749,7.92623615,0.74423999,-7.09E-01,18.25846291,6.10E+14,7.23E-01
587725039024930937,195.4517781,-3.67311996,http://skyserver.sdss.org/dr12/en/tools/explore/Summary.aspx?ra=195.45177808&dec=-3.67311996022,0.0842403,0.82994056,0.15354215,-19.34724617,-21.00859451,-22.11468124,-22.42211723,10.85843945,6.78818369,0.89450067,7.11E-01,6.86426926,4.47E+14,7.60E-01
587736542561173568,229.0722452,7.24868446,http://skyserver.sdss.org/dr12/en/tools/explore/Summary.aspx?ra=229.072245233&dec=7.24868446055,0.0345763,0.94070095,0.05929901,-18.00949478,-19.62656212,-20.68254662,-20.94587708,10.27534389,12.86171436,0.94651246,7.09E-01,-999,-9.99E+02,7.18E-01
587731186724110554,321.9397115,0.32640314,http://skyserver.sdss.org/dr12/en/tools/explore/Summary.aspx?ra=321.939711479&dec=0.326403140762,0.0306017,0.94196737,0.05803263,-18.45056725,-20.02258682,-21.06465721,-21.30552673,10.4123106,8.67486477,0.91775101,-3.39E-01,97.06581116,4.57E+14,7.08E-01
588015510364881085,49.79269873,0.98124895,http://skyserver.sdss.org/dr12/en/tools/explore/Summary.aspx?ra=49.7926987331&dec=0.981248948027,0.0373866,1,0,-18.50137138,-20.43608665,-21.55607986,-21.78996277,10.63248348,11.8631916,0.88531935,1.79E-01,9.24376583,5.07E+13,7.62E-01
587739098592772166,163.9365402,36.32733404,http://skyserver.sdss.org/dr12/en/tools/explore/Summary.aspx?ra=163.936540239&dec=36.3273340393,0.0597055,0.875,0,-18.94423294,-20.6477108,-21.70232391,-21.9415741,10.66289806,5.4559617,0.58162326,-6.37E-01,35.34260559,2.35E+14,7.12E-01
587735348567736354,167.3822732,14.40829874,http://skyserver.sdss.org/dr12/en/tools/explore/Summary.aspx?ra=167.382273165&dec=14.4082987401,0.0676213,0.91388226,0.08611784,-19.81568336,-21.61219597,-22.72690582,-22.97796059,11.1003437,11.43838978,0.73353583,1.05E+00,23.80634117,2.14E+13,7.46E-01
587733409909375139,213.9960887,50.35518122,http://skyserver.sdss.org/dr12/en/tools/explore/Summary.aspx?ra=213.996088678&dec=50.3551812242,0.0753606,0.80023688,0.10654821,-18.26602173,-20.02145004,-21.13595963,-21.44386673,10.47627449,5.20565701,0.88501334,1.04E+00,1.02732718,3.59E+13,7.59E-01
587729409148583949,243.3370958,49.13812749,http://skyserver.sdss.org/dr12/en/tools/explore/Summary.aspx?ra=243.337095791&dec=49.1381274916,0.0558587,0.86205202,0.06833006,-18.08733559,-19.616045,-20.70116615,-20.950037,10.26238251,5.65783072,0.93449908,8.77E-01,0.53776193,1.35E+14,7.42E-01
587736975811346549,236.0956351,25.32753512,http://skyserver.sdss.org/dr12/en/tools/explore/Summary.aspx?ra=236.095635125&dec=25.3275351161,0.0319922,0.95522392,0.02985075,-19.56666374,-21.88690948,-23.07364464,-23.28845978,11.26577473,25.78557587,0.68220156,1.09E-01,-999,-9.99E+02,8.02E-01
587739376160342248,132.4518943,22.51811532,http://skyserver.sdss.org/dr12/en/tools/explore/Summary.aspx?ra=132.451894262&dec=22.5181153229,0.0839728,0.84871209,0.08360195,-19.11642838,-20.64472771,-21.73855972,-22.00554085,10.69490433,5.72617817,0.72658807,2.31E-01,32.90109634,1.35E+14,7.40E-01
587726014535958667,188.8959313,1.89371788,http://skyserver.sdss.org/dr12/en/tools/explore/Summary.aspx?ra=188.895931289&dec=1.89371787701,0.0779887,0.92307699,0,-19.99715424,-22.07932663,-23.29536247,-23.50821495,11.36029243,14.83906746,0.63896167,1.56E+00,0.39418238,1.63E+14,8.33E-01
